record_id,combined_text_raw,symptom_text,cause_text,action_text,asset_text,fault_class_text
INC00062613,pompes affichent con error pompe remise en service manuel,pompes affichent con error,,mise en manuel pompes,pompe,dispenser related issue
INC00065510,2 quadro en arret disfonctionnement des calculateurs apres coupure eneo remplacement des batteries et parametrage des pompes 1et3 essais ok onduleur a remplacer,disfonctionnement des calculateurs apres coupure eneo,,reprogrammation pompe,batterie; pompe; onduleur,dispenser related issue
INC00054566,bonjour la pompe petrole fait disjoncte toute les autres pompes lorsqu elle est mise en marche merci verification circuit electrique et constat moteur en court circuit a remplacer,la pompe petrole fait disjoncte toute les autres pompes lorsqu elle est mise en marche,moteur en court circuit,verification circuit electrique,pompe; moteur,dispenser related issue
INC00058759,pompe petrole index bloque remplacement totalisateur,pompe petrole index bloque,,remplacement totalisateur,pompe; totalisateur,dispenser related issue
INC00080593,toutes les pompes super en arret elles ronflent mais le carburant ne sort pas alors qu il y a bien le carburant au sol enorme prise d air sur le manifold corrigee,toutes les pompes super en arret pompes ronflent mais le carburant ne sort pas,prise d air,correction de la prise d air,pompe,dispenser related issue
INC00066510,les serrures sur portillon pompe duo sont defectueuses serrure defectueuse sur deux volucompteurs duo serrure remplace,les serrures sur portillon pompe duo sont defectueuses,,remplacement serrure,pompe; serrure; portillon,dispenser related issue
INC00057832,le produit coule tres lentement et fait sauter le pistolet gasoil 1 purge ligne d aspiration et constat joints de clapet ris a remplacer remplacement becs pistolet gasoil2,le produit coule tres lentement,defaut joint clapet ris,purge ligne d aspiration,clapet ris; pistolet pompe; ligne d aspiration,dispenser related issue
INC00088780,flexible a air defectueux fuite d air par endroit pose d un flexible air borne a air remise en service,flaxible a air defectueux,fuite d air,remplacement flexible,flexible air,car service related issue
INC00087112,la pompe gazole n 5 en panne nettoyage bec pistolet,la pompe en panne,,nettoyage bec pistolet,pompe; bec pistolet,dispenser related issue
INC00060525,pompe super 4 quatre affiche bad error remplacement batterie mise en service de la pompe test ok,pompe super affiche bad error,batterie defaillante,remplacement batterie,batterie; pompe,dispenser related issue
INC00062906,pompes debitent en trop besoin d un controle de debit controle debits effectues sur toutes les pompes ok,pompes debitent en trop,,controle debits,pompe,dispenser related issue
INC00055682,station mfou courroie du compresseur coupe verifications et remplacement de la courroie,courroie du compresseur coupe,,remplacement courroie,courroie; compresseur,car service related issue
INC00060473,la seule pompe gasoil est en arret elle ne debite pas merci d intervenir en urgence remplacement batterie et fusible essais ok,la seule pompe gasoil est en arret,,remplacement fusible et batterie,pompe; batterie; fusible,dispenser related issue
INC00063232,pompe quadro 2 fait un bruit enorme vibre au niveau du bloc moteur et debite tres lentement remplacement poulie moteur et courroie defectueuses essais ok,pompe quadro 2 fait un bruit enorme vibre au niveau du bloc moteur et debite tres lentement,defaut poulie moteur courroie defectueux,remplacement courroie,poulie moteur; courroie; pompe; groupe de pompage,dispenser related issue
INC00078604,extincteur magasin lub decharge extincteur recharge ok remise en service de l extincteur ok,extincteur magasin lub decharge,,recharge extincteur,extincteur,safety related issue
INC00080946,tous les pistolets gazole prennent de l air en effet le compteur marque mais le produit ne sort pas controle et serrage des vis du clapet ris,le compteur marque mais le produit ne sort pas,,controle clapet ris serrage des vis du clapet ris,clapet ris; pistolet pompe; vis,dispenser related issue
INC00059327,servicing air impossible car le compresseur s est brutalement arrete apres un bruit assourdissant verifications et recuperation de la tete de compresseur pour depannage,servicing air impossible le compresseur s est brutalement arrete apres un bruit assourdissant,,recuperation de la tete de compresseur pour depannage,tete du compresseur; compresseur,car service related issue
INC00082925,l ordinateur du fuel post sifflotte a chaque moment bruit normal debranchement du cable son,l ordinateur du fuel post sifflotte a chaque moment,,debranchement du cable son,fuelpos; cable son,pos related issue
INC00073820,borne a air inoperante controle de la borne a air onduleur defectueux,borne a air inoperante,onduleur defectueux,controle de la borne a air,borne a air; onduleur,car service related issue
INC00041473,sc1 sc2 fuites sur les raccords des pistolets remplacement raccord tournant et joint,fuites sur les raccords des pistolets,,remplacement raccord tournant,pistolet pompe; raccord tournant; joint,dispenser related issue
INC00082428,la pompe gasoil 7 est en arret elle marque sur le tableau d affichage setup remplacement afficheur et parametrage pompe essais ok,la pompe gasoil est en arret pompe marque sur le tableau d affichage setup,,remplacement afficheur parametrage pompe,pompe; afficheur,dispenser related issue
INC00042478,mettre le fuel pos en mode manuel fuel pos remise en service apres la pose de l onduleur probleme lan retrait du routeur et flybox pour reparation,probleme lan,,retrait du routeur et flybox pour reparation,fuelpos; routeur; flybox,pos related issue
INC00050118,pompe petrole ne debite pas elle affiche erreur sur l afficheur et affiche ye5 au niveau du prix programmation pompe essais ok,pompe petrole ne debite pas pompe affiche erreur sur l afficheur et affiche ye5 au niveau du prix,,reprogrammation pompe,pompe; afficheur,dispenser related issue
INC00050399,le pistolet de la pompe gasoil claque sans arret constat fait apres depannage et remise en service de la pompe bien vouloir remplacer le pistolet remplacement pistolet par un en bon etat essais ok,le pistolet de la pompe gasoil claque sans arret,,remplacement pistolet,pompe; pistolet pompe,dispenser related issue
INC00087601,bonjour la pompe super et gazoil 2 en arret lorsqu on decroche on lit sur l afficheur close verifications et remplacement des batteries,la pompe super et gazoil en arret lorsqu on decroche on lit sur l afficheur close,,remplacement batterie,pompe; afficheur; batterie,dispenser related issue
INC00088410,la pompe ne demarre pas controle de tous les sous ensemble de la pompe et correction pb electrique sur le circuit moteur,la pompe ne demarre pas,defaut electrique,controle de tous les sous ensemble de la pompe,pompe; moteur,dispenser related issue
INC00064873,borne a air en panne echange standard embout air defectueux mise en service et test de fonctionnement,borne a air en panne,embout air defectueux,remplacement embout air,embout air; borne a air,car service related issue
INC00078809,la pompe gasoil 1 debite lentement netoiyage des filtres et reglage couroie,la pompe debite lentement,,nettoyage filtres,pompe; filtre; courroie,dispenser related issue
INC00041474,sc1 flexible de vidange fissure remplacement flexible super 2,flexible de vidange fissure,,remplacement flexible,flexible pompe,dispenser related issue
INC00061639,pompe dialog en arret retablissement connexion internet,pompe dialog en arret,,retablissement connexion internet,borne dialog,dialog related issue
INC00081908,bonjour mimboman2 le calculateur de la pompe de la pompe gasoil 2 ne fonctionne plus calculateur remplace,le calculateur de la pompe de la pompe gasoil ne fonctionne plus,,remplacement calculateur,calculateur; pompe,dispenser related issue
INC00065171,fuite de produit sur le flexible de la pompe gazole 7 remplacement joint de raccord pistolet gasoil 8 essais ok,fuite de produit sur le flexible de la pompe,,remplacement joint du raccord pistolet,pompe; flexible; joint,dispenser related issue
INC00078603,canne a huile percee constat fait sur site flexible huile perce remplacement du flexible sur site ok remise de l enrouleur en service ok,canne a huile percee,flexible huile perce,remplacement flexible,flexible huile; canne a huile; enrouleur,car service related issue
INC00047922,probleme lan reconfiguration routeur,probleme lan,,reconfiguration routeur,routeur,pos related issue
INC00071714,la pompe d attaque gasoil ne sert pas urgence svp reinitialisation pompe essais ok,la pompe d attaque gasoil ne sert pas,,reinitialisation pompe,pompe,dispenser related issue
INC00057291,apres la pluie de la journee de samedi la pompe 5 affiche bas error remplacement des batteries essais ok,la pompe 5 affiche bas error,,remplacement batterie,pompe; batterie,dispenser related issue
INC00053380,fuite de carburant super dans le bloque moteur remplacement du floteur,fuite de carburant super dans le bloque moteur,,remplacement du flotteur,groupe de pompage; floteur,dispenser related issue
INC00085843,la quadro 1 affiche un compte a rebours remplacement calculateur et afficheur parametrage pompe essais ok,la quadro affiche un compte a rebours,,remplacement afficheur,pompe; calculateur; afficheur,dispenser related issue
INC00070965,pompe duo ne demarre pas urgent rearmement disjoncteur au coffret essais ok,pompe duo ne demarre,,rearmement disjoncteur,pompe; disjoncteur,dispenser related issue
INC00057833,le produit coule tres lentement et fait sauter le pistolet gasoil 1 purge ligne d aspiration et constat joints de clapet ris a remplacer remplacement becs pistolet gasoil2,fait sauter le pistolet,defaut joint clapet ris,remplacement bec pistolet,clapet ris; pistolet pompe; ligne d aspiration,dispenser related issue
INC00089627,index pompe super 2 bloque remplacement carte totalisateur et totalisateur essais ok,index pompe bloque,,remplacement carte totalisateur,pompe; carte totalisateur; totalisateur,dispenser related issue
INC00065883,pas d internet en station depuis 3 jours connexion internet retablie apres redemarrage des equipements,pas d internet en station,,redemarrage des equipements,,it related issue
INC00080829,la pompe super s arette a chaque service impossible de servir urgence reinitialisation et deconnexion claviers essais ok,la pompe super s arette a chaque service,,reinitialisation pompe,pompe; clavier pompe,dispenser related issue
INC00045311,appareil distributeur duo go 1 2 signale error sur l afficheur et ne demarre pas demontage et echange standard pieces defectueuses,appareil distributeur duo signale error sur l afficheur et ne demarre pas,,demontage et echange standard piece defectueuses,pompe,dispenser related issue
INC00077888,la machine de la laverie ne pompe pas le shampoing et la cire de brillance besoin d amorcer purge et amorcage des pompes doseuses essais ok,la machine de la laverie ne pompe pas le shampoing et la cire de brillance besoin d amorcer,,purge et amorcage des pompes doseuses,pompe doseuse,car wash related issue
INC00045648,la pompe n aspire pas le produit nettoyage des filtres remplacement courroie et amorcage pompe,la pompe n aspire pas le produit,,nettoyage des filtres remplacement courroie,pompe; filtre; courroie,dispenser related issue
INC00073126,pistolet super 1 est casser et quand ont sert ca coule enormement urgence remplacement bec pistolet super 1 essais ok,pistolet super 1 est casser pistolet coule enormement quand ont sert,,remplacement bec pistolet,pistolet pompe; bec pistolet,dispenser related issue
INC00060340,tete du manometre en panne refixation embout,tete du manometre en panne,,remplacement embout air,embout air; manometre,car service related issue
INC00056309,la pompe super 1 suinte de l interieur verification de la panne mise en service observations arret de la pompe nettoyage de l endroit serrage des boulons de l equipement remise en service observations ok,la pompe super suinte de l interieur,,serrage des boulons,pompe,dispenser related issue
INC00058306,flexible super endommage il traine au sol et ne rentre plus a l interieur verifications et remplacement de la corde enrouleur,flexible super endommage il traine au sol ne rentre plus a l interieur,,remplacement de la corde enrouleur,flexible pompe; corde enrouleur,dispenser related issue
INC00047399,le quadro 3n aspire pas le super demontage groupe et echange standard elements usages reglages mecaniques,le quadro n aspire pas le super,,demontage groupe et echange standard elements usages reglages mecaniques,groupe de pompage,dispenser related issue
INC00066965,il y a en virons 10 serrures de fermeture des pompes endommagees remplacement des serrures defectueuses sur toutes les pompes essais ok,serrures de fermeture des pompes endommagees,,remplacement des serrures,pompe; serrure,dispenser related issue
INC00047841,pompe super 1 ne fonction pas fuite du produit remplacement du joint de turbulure,pompe ne fonction pas fuite du produit,,remplacement joint de turbulure,pompe; joint de turbulure,dispenser related issue
INC00085841,la pompe petrole n aspire pas purge ligne d aspiration nettoyage filtres et by pass remplacement flexible essais ok,la pompe n aspire pas,,nettoyage filtres,ligne d aspiration; filtre; bypass; flexible pompe,dispenser related issue
INC00053934,tout le quadro 3 affiche batt error reprogrammation des pompes remise en service okay,tout le quadro affiche batt error,,reprogrammation des pompes,pompe,dispenser related issue
INC00049281,probleme lan intervention faite ressertissage des cables reseaux connexion test de connectivite ok,probleme lan,,ressertissage des cables reseaux,cable reseau,pos related issue
INC00080948,le raccord du flexible super 1 a une fuite de carburant consignation pompe demontage du raccord etancheite refait ok remontage et montage flexible remise en service de la pompe essai bon,le raccord du flexible a une fuite de carburant,,refait l etancheite,raccord; flexible pompe; pompe,dispenser related issue
INC00082531,la pompe quaro 03 uniquement super ne fonctionne pas affiche plutot seart au tableau remplacement des batteries et parametrage pompe essais ok onduleur pompe a remplacer,la pompe quaro ne fonctionne pas,,remplacement batterie,pompe; batterie; onduleur,dispenser related issue
INC00081484,bonjour le limiteur de remplissage de la cuve super 30000 ne fonctionne plus le carburant se deverse dans le trou d homme quand il est plein urgence signalee plateau a detamponner limiteur a remplacer,le limiteur de remplissage de la cuve super 30000 ne fonctionne plus le carburant se deverse dans le trou d homme quand il est plein,,plateau a detamponner limiteur a remplacer,plateau de cuve; limiteur de remplissage,tank related issue
INC00046052,index pompe super bloque verifications et remplacement du flexible totalisateur,index pompe super bloque,,remplacement flexible totalisateur,flexible totalisateur,dispenser related issue
INC00081942,la pompe gazole 2 est hort service urgence remplacement carte alim essais ok,la pompe gazole est hort service,,remplacement carte d alimentation,pompe; carte d alimentation,dispenser related issue
INC00075471,impossible de faire un service continue sur la pompe go3 pistolet reparer pompe remise en service,impossible de faire un service continue sur la pompe,,reparation pistolet,pistolet pompe,dispenser related issue
INC00070643,pompe quadro 3 fuite de super sous pied de pompe depose groupe remplacement joint separateur et joint de flasque essais ok,pompe quadro fuite de super sous pied de pompe,,remplacement joint separateur remplacement joint du flasque,pompe; groupe de pompage; joint separateur; joint du flasque groupe,dispenser related issue
INC00071500,gasoil 1 non alimente se presente en gris fonce sur le pos alors que tout les boutons sont ouvert dans l armoire electrique remplacement batterie et parametrage pompe au pos essais ok,gasoil 1 non alimente se presente en gris fonce sur le pos alors que tout les boutons sont ouvert dans l armoire electrique,,remplacement batterie parametrage pompe au pos,pompe; fuelpos; batterie; armoire electrique,dispenser related issue
INC00066961,borne a air en panne remplacement flexible sortie mano essais ok,borne a air en panne,,remplacement flexible mano de gonflage,borne a air; flexible embout air,car service related issue
INC00043698,la pompe super 1 tres lente et s arrete de temps en temps pompe super remise en service,la pompe s arrete de temps en temps,,pompe remsie en service,pompe,dispenser related issue
INC00084176,borne a air en arret et conduite d air du compresseur defectueux reparation mano de gonflage et refection du circuit d air sorti compresseur,conduite d air du compresseur defectueux,,refection de la tuyauterie air,mano de gonflage; compresseur; borne a air,car service related issue
INC00069989,la pompe emet un bruit anormal sur gasoil 7 8 purge aspiration remplacement courroie essais ok nettoyage des filtres groupe et pistolet gasoil 1 essais ok,la pompe emet un bruit anormal,,nettoyage filtres,pompe; courroie; filtre groupe; filtre pistolet,dispenser related issue
INC00076765,la pompe petrole 2 ne fonctionne pas faute d afficheur pose dun afficheur pompe petrole remise en service,la pompe ne fonctionne pas,faute d afficheur,remplacement afficheur,afficheur,dispenser related issue
INC00076088,le super pompe 1 ne serre pas remplacement l inter de buse,le super pompe ne serre pas,,remplacement inter de buse,pompe; inter de buse,dispenser related issue
INC00064011,les pistolets super des deux quadros suinte remplacement des raccords sur pistolets super 2et 4 essais ok,les pistolets super des quadros suinte,,remplacement raccord pistolet,pistolet pompe; raccord,dispenser related issue
INC00071579,compresseur en arret fuite d air sur les raccords compresseur recuperer pour reparation,compresseur en arret,fuite d air sur les raccords,compresseur recuperer pour reparation,compresseur,car service related issue
INC00080896,pompe super 3 et 4 hors service prise d air sur cette pompe nettoyage clapet ris essais ok,pompe super hors service,prise d air,nettoyage clapet ris,clapet ris; pompe,dispenser related issue
INC00071504,flexible a air autofast defectueux remplacement flexible sur 01 enrouleur autofast essais ok 01 enrouleur casse a remplacer,flexible a air autofast defectueux,enrouleur casse,remplacement enrouleur,enrouleur; flexible air,car service related issue
INC00049889,nb la quadro3 en arret depuis hier dans la nuir urgence svp programmation pompe remplacement batteries essais ok,la quadro en arret,,remplacement batterie,pompe; batterie,dispenser related issue
INC00076397,la canne a graisse ne fonction pas canne remplace par priso,la canne a graisse ne fonction pas,,remplacement canne a graisse,canne a graisse,car service related issue
INC00090152,pompe super4 et gasoil4 l afficheur ne s allume pas le pistolet pompe super1 claque pistolet pompe gasoil 4 coule resorption fuites sur raccords flexibles gasoil quadro 1 et 2 remplacement bec super 1 remplacement afficheur quadri 2 essais ok,le pistolet pompe claque,,remplacement bec super,pompe; raccord flexible; bec pistolet; afficheur,dispenser related issue
INC00072500,la borne a aire est deffectueuse urgence svp remplacement flexible embout air essais ok,la borne a aire est deffectueuse,,remplacement flexible embout air,borne a air; flexible embout air,car service related issue
INC00089458,le flexible super est defectueuse le produit coule a flot des que la pompe demarre remplacement du flexible,le flexible super est defectueuse le produit coule a flot des que la pompe demarre,,remplacement flexible,pompe; flexible pompe,dispenser related issue
INC00073724,la pompe quadro gasoil 3 une face donne et l autre face ne donne pas et c est la seule pompe qui fonctionne dans la station reprogrammation de la carte igem,la pompe quadro gasoil une face donne et l autre face ne donne pas,,reprogrammation calculateur,pompe; calculateur,dispenser related issue
INC00041835,quadro 1 affiche erreur reinitialiser la pompe et mise en service,quadro affiche erreur,,reinitialiser la pompe,pompe,dispenser related issue
INC00061209,les donnees ne remontent pas retablissement connexion internet,les donnees ne remontent pas,,retablissement connexion internet,,dialog related issue
INC00083741,courroie et poulie pompe 3 siffle lors du service pompe d attaque verifications et reglage de la courroie,courroie et poulie pompe siffle lors du service,,reglage courroie,poulie; pompe; courroie,dispenser related issue
INC00064648,raccord cassant sur pistolet gasoil absent remplacement raccord pistolet essais ok,raccord cassant sur pistolet gasoil absent,,remplacement raccord pistolet,raccord cassant; pistolet pompe; raccord pistolet,dispenser related issue
INC00075680,flexible gasoil perce impossible de servir la pompe pricipale flexible remplace,flexible gasoil perce,,remplacement flexible,flexible,dispenser related issue
INC00058119,borne a air en arret verifications et nettoyage de l electrovanne et remplacement embout air essai ok,borne a air en arret,,nettoyage electrovanne,electrovanne; borne a air; embout air,car service related issue
INC00050939,bruit anormal au niveau du quadro 1 de la pompe gazole reglage tension courroie et controle alignement poulies essais ok,bruit anormal au niveau du quadro 1 de la pompe gazole,,reglage courroie,pompe; courroie; poulie,dispenser related issue
INC00082971,pompe hors service pompe reprogrammer et remise en service,pompe hors service,,reprogrammation pompe,pompe,dispenser related issue
INC00072393,j ai un soucis avec la pompe de la gare j arrive pas a carbure apres 30 secondes elle s arrete remplacement membrane,la pompe de la gare n arrive pas a carbure pompe s arrete apres 30 secondes,,remplacement membrane electrovanne,pompe; membrane electrovanne,dialog related issue
INC00066634,pas de pression au niveau du wash depannage en cour pour depose tete haute pression et remplacement des joints uses,pas de pression au niveau du wash,,depose tete haute pression remplacement des joints uses,jetwash; tete haute pression; joint,car wash related issue
INC00064670,on suspecte un souci avec l electrovanne de la pompe 1 a la nouvelle station okouma controle de tous les sous ensemble fms remplacement bobine electrovanne,on suspecte un souci avec l electrovanne de la pompe,,remplacement bobine electrovanne,bobine electrovanne; electrovanne,dialog related issue
INC00084089,la pompe quadro 2 affiche start et ne debit plus merci d intervenir en urgence pour remise en service reinitialisation pompe essais ok,la pompe quadro affiche start et ne debit plus,,reinitialisation pompe,pompe,dispenser related issue
INC00070594,la pompe super 4 de la quadro 2 debite lentement top urgent controle des lignes d aspiration et constat pas de vannes equerre dans les cuves pas de clapets ris au pied des pompes,la pompe super de la quadro 2 debite lentement,pas de vannes equerre dans les cuves pas de clapets ris au pied des pompes,controle lignes d aspiration,pompe; vanne equerre; clapet ris; ligne d aspiration,dispenser related issue
INC00066263,bonjour tecam djoungolo le bec du super2 est perse remplacement du bec pistolet mise en service okay,le bec du super est perse,,remplacement bec pistolet,bec pistolet,dispenser related issue
INC00060143,quadro 2 fait disjoncter toute la station lorsqu elle est mise en marche pompe en arret depuis deja 3 semaines remplacement relais moteur super raccourcissement cable d alimentation en court circuit raccordement essais ok,quadro fait disjoncter toute la station lorsqu elle est mise en marche,cable d alimentation en court circuit,remplacement relais moteur,cable d alimentation; relais moteur; pompe,dispenser related issue
INC00066217,le flexible de la pompe super persee le flexble de cette pompe faire que persee par ce que la pompe manque le accroche pour accrocher le flexible remplacement flexible et nettoyage des filtres,le flexible de la pompe super persee,,remplacement flexible,pompe; flexible pompe; filtre,dispenser related issue
INC00083560,etoug ebe compresseur hors service l air sort par le petit tuyau noir arret du compresseur verification de la panne demontage de la reduction pneumatique sur le clapet remplacement fixation du flexible deconsignation remise en service du compresseur essai ok,compresseur hors service l air sort par le petit tuyau noir,,demontage de la reduction pneumatique sur le clapet remplacement reduction pneumatique fixation du flexible,reduction pneumatique; compresseur; tuyau noir; clapet,car service related issue
INC00070127,ecran du back office ne sallume pas imposible d exercer tres penible merci pour votre intervention urgente remplacement de l ecran,ecran du back office ne sallume pas,,remplacement de l ecran,ecran backoffice,pos related issue
INC00039543,compresseur est en arret depuis longtemps la poulie est defectueuse remplacement de la poulie et des accessoires essaie et mise en service,compresseur est en arret,la poulie est defectueuse,remplacement des accessoires,poulie; compresseur,car service related issue
INC00060843,quadro gasoil 4 prise d air a chaque service gasoil reparationclapet ris pompe ok,quadro gasoil prise d air,,reparation clapet ris,clapet ris,dispenser related issue
INC00084180,imprimante caisse boutique en panne les tickets ne sortent pas ils callent remplacement de l imprimante,imprimante caisse boutique en panne les tickets ne sortent pas,,remplacement imprimante,imprimante ticket,pos related issue
INC00043059,clapet cuve petrole 2 bloque et le produit ne descend pas survey pour la reparation du clapet de cuve petrole,clapet cuve petrole bloque,clapet bloque,survey pour la reparation du clapet,clapet cuve,tank related issue
INC00045391,la courroie super1 defectueuse verifications et remplacement des courroies,courroie defectuese,courroie defectueuse,remplacement courroie,courroie,dispenser related issue
INC00039542,compresseur est en arret depuis longtemps la poulie est defectueuse remplacement de la poulie et des accessoires essaie et mise en service,compresseur est en arret,la poulie est defectueuse,remplacement des accessoires,poulie; compresseur,car service related issue
INC00049700,emana griffe borne a air defectueux le ressort a l interieur a lacher intervention faite remplacement du piston embout mise en service test ok,griffe borne a air defectueux,le ressort a l interieur a lacher,remplacement du piston embout,embout air,car service related issue
INC00065183,bonjour fuite du produit au niveau du pistolet petrole remplacement joint bleu,fuite du produit au niveau du pistolet,,remplacement joint pistolet,pistolet pompe; joint,dispenser related issue
INC00086160,bonjour la quadro 3 fait coule le gazole abondamment par le flexible merci flexibles perces remplaces,bonjour la quadro 3 fait coule le gazole abondamment par le flexible,flexibles perces,remplacement flexible,flexible pompe; pompe,dispenser related issue
INC00059358,le gasoil du quadro2 aspire tres lentement besoin d un controle debit en super sur cette meme quadro nettoyage des filtres des pompes gasoil remplacement courroie gasoil 1 controle debits pompes super et reglage super 4 a 3,le gasoil du quadro aspire tres lentement,,nettoyage filtres remplacement courroie,filtre; pompe; courroie,dispenser related issue
INC00048303,pompe duo gasoil petit cote ne serre pas remplacement des courroies et alignement des poulie,pompe ne serre pas,,alignement des poulies,pompe; courroie; poulie,dispenser related issue
INC00078296,quadro1 pistolet gasoil1 laisse couler abondament le carburant au niveau du raccord tournant des qu on decroche le pistolet remplacement joint plat,pistolet laisse couler abondament le carburant au niveau du raccord tournant,,remplacement joint pistolet,pistolet pompe; raccord tournant; joint,dispenser related issue
INC00075662,presence de trou sur pistolet pompe super 02 laissant s ecouler produit en dehors de reservoir demontage et echange standard des pieces usagees test et mise en service,presence de trou sur pistolet pompe super laissant s ecouler produit en dehors de reservoir,,demontage et echange standard des pieces usagees,pistolet pompe,dispenser related issue
INC00064432,le pistolet super de la pompe 1 claque verifications et nettoyage du beck pistolet,le pistolet super de la pompe claque,,remplacement bec pistolet,pistolet pompe; bec pistolet,dispenser related issue
INC00047735,quadro d attaque la courroie des deux pistolets super siffle et ces pistolets n aspirent pas remplacement courroie,la courroie des deux pistolets super siffle et ces pistolets n aspirent pas,,remplacement courroie,courroie,dispenser related issue
INC00045006,bonsoir mme mrs sos sos le flexible du camion ravitailleur est perce et impossible de continuer les services inc 065 total energies rtc pad sertissage du flexible,le flexible du camion ravitailleur est perce,,resertissage du flexible,flexible; camion,dispenser related issue
INC00055500,quarto 2 n affiche pas et fuite pistolet super 1 remplacement afficheur quadro 2 reparation pistolet super 1 essais ok,quarto n affiche pas,,remplacement afficheur,pistolet pompe; pompe; afficheur,dispenser related issue
INC00085840,la pompe petrole n aspire pas purge ligne d aspiration nettoyage filtres et by pass remplacement flexible essais ok,la pompe n aspire pas,,purge ligne d aspiration,ligne d aspiration; filtre; bypass; flexible pompe,dispenser related issue
INC00049888,nb la quadro3 en arret depuis hier dans la nuir urgence svp programmation pompe remplacement batteries essais ok,la quadro en arret,,reprogrammation pompe,pompe; batterie,dispenser related issue
INC00042893,urgence signalee sur autofast bonamoussadi 2 avec son second pont qui n arrive pas a leve les vehicules d une certaine charge tension et reglage des courroies,le pont n arrive pas a leve les vehicules d une certaine charge,,reglage courroies,pont; courroie,car service related issue
INC00062034,la pompe mono gasoil gasoil est en arrt elle naspire pas depose pompe et nettoyage clapet ris depose groupe et repositionnement separateur nettoyage by pass remplacement totalisateur essais ok,la pompe mono naspire pas,,remplacement separateur,pompe; clapet ris; groupe de pompage; separateur; bypass,dispenser related issue
INC00066802,pompe gasoil 02 le carburant suinte au niveau du collier du pistolet remplacement raccord pistolet et joint de raccord flexible essais ok,pompe gasoil le carburant suinte au niveau du collier du pistolet,,remplacement raccord pistolet,pompe; collier du pistolet; raccord pistolet; joint,dispenser related issue
INC00060428,la pompe super 5 es en arret apres coupure de lumiere la pompe affiche bas error depuis remplacement des batteries essais ok,apres coupure de lumiere la pompe affiche bat error,defaut batterie,remplacement batterie,pompe; batterie,dispenser related issue
INC00062248,bonjour te nsazomo pompe petrole et gasoil 5 affiche batt error urgent merci demontage et echange standard pieces usagees cold start carte wwc et mise en marche,pompe affiche batt error,batterie defaillante,remplacement batterie reprogrammation pompe,calculateur; batterie; pompe,dispenser related issue
INC00058305,mano a air ne fonctionne pas urgence merci remplacement flexible embout air essais ok,mano a air ne fonctionne pas,,remplacement flexible embout air,mano de gonflage; flexible embout air,car service related issue
INC00051592,pompe 2 a 4 pistolet super et gasoil en arret ne se met pas mise a zero afficheurs replaces,pompe super et gasoil en arret pompe ne se met pas mise a zero,,remplacement afficheur,pompe; afficheur,dispenser related issue
INC00077244,bonjour fuite du gazole en bas du quadro 1 remplacement joint de la turbulure,fuite du gazole en bas du quadro,,remplacement joint,pompe; joint; turbulure,dispenser related issue
INC00071241,pompe quadro2 raccord cassant super 4 endommager par un vehicule apres consommation remise en place du raccord essais ok,pompe quadro raccord cassant endommager par un vehicule apres consommation,,remise en place du raccord,pompe raccord; cassant raccord,dispenser related issue
INC00061689,la machine a laver s arrete de temps en temps pendant le service analyse et recherche anomalie reglages pressostat surpresseur et mise en service test et mise en service,la machine a laver s arrete de temps en temps pendant le service,,reglages pressostat surpresseur,pressostat; surpresseur; machine a laver,car wash related issue
INC00064867,les pompes demarre avec un grand retard et l autre affiche error et c est hors service reinitialisation carte wwc et remise en service,les pompes demarre avec un grand retard pompe affiche error pompe hors service,,reinitialisation calculateur,calculateur; pompe,dispenser related issue
INC00066646,extincteur 9kg descelle verification et remplacement du scelle,extincteur 9kg descelle,,remplacement du scelle,extincteur; scelle,safety related issue
INC00056102,defaut de plaque d approbation sur les pompes verifications et pose plaque d approbation,defaut de plaque d approbation sur les pompes,,pose plaque d approbation,plaque d approbation; pompe,dispenser related issue
INC00058307,le compresseur ne charge pas bien remplacement courroie compresseur,le compresseur ne charge pas bien,,remplacement courroie,courroie; compresseur,car service related issue
INC00089623,index pompe super 2 bloque remplacement carte totalisateur et totalisateur essais ok,index pompe bloque,,remplacement carte totalisateur,pompe; carte totalisateur; totalisateur,dispenser related issue
INC00044554,la pompe petrole 2 est en arret et affiche error battery remplacement batterie pompe petrole remise en service,la pompe affiche error battery,battery error,remplacement batterie,pompe; batterie,dispenser related issue
INC00055272,pistolet pompe gazoil 1 super 1 super 2 defectueux remplacement bec pistolet et garde aimant,pistolet pompe defectueux,,remplacement bec pistolet,pistolet pompe; bec pistolet; garde aimant; pompe,dispenser related issue
INC00087659,fuite de produits au niveau du raccord pistolet petro remplacement des joints pistolets remplacement du flotteur evant epz flotteur groupe epz remplacement du separateur,fuite de produits au niveau du raccord pistolet,,remplacement joint pistolet,raccord pistolet; joint pistolet; floteur evant; floteur groupe; separateur,dispenser related issue
INC00050834,la pompe gazole 1 de la quadro 1 lasse couler legerement le produit au niveau du pistolet remplacement raccord et joint pistolet gasoil 3 remplacement garde pistolet super 4 essais ok,la pompe gazole de la quadro lasse couler legerement le produit au niveau du pistolet,,remplacement joint pistolet,pompe; pistolet pompe; raccord; joint; garde pistolet,dispenser related issue
INC00045334,la borne a air ne fonctionne pas remplacement embout air,la borne a air ne fonctionne pas,,remplacement embout air,borne a air; embout air,car service related issue
